release_date,year,month,month_sin,month_cos,revenue_inflated,budget_inflated,log_revenue_inflated,log_budget_inflated,genre_drama,genre_comedy,genre_thriller,genre_romance,genre_action,genre_horror,genre_crime,genre_documentary,genre_adventure,genre_science_fiction,other_genre
1970-01-01,1970,1,0.49999999999999994,0.8660254037844387,213.74735835050353,0.0,5.3694622597433215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
1970-01-24,1970,1,0.49999999999999994,0.8660254037844387,697671377.6560435,29924630.169070493,20.36325874564584,17.214192484155095,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970-01-25,1970,1,0.49999999999999994,0.8660254037844387,767780511.1950088,102598732.0082417,20.459014458853048,18.44633614177715,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970-01-26,1970,1,0.49999999999999994,0.8660254037844387,252634765.80087835,217894057.1025033,19.347455394201013,19.19951953062383,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0
1970-01-27,1970,1,0.49999999999999994,0.8660254037844387,18809767.534844313,94048837.67422156,16.749886895770576,18.359324765673584,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970-02-09,1970,2,0.8660254037844386,0.5000000000000001,8549894.334020142,59849260.33814099,15.961429599202942,17.907339648006396,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970-03-05,1970,3,1.0,6.123233995736766e-17,859171622.7653944,85498943.34020141,20.57147925482968,18.264014586932536,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0
1970-03-26,1970,3,1.0,6.123233995736766e-17,295015044.4837417,5129936.600412085,19.502536914643358,15.450604053410613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0
1970-05-01,1970,5,0.49999999999999994,-0.8660254037844387,162445581.2761805,25649683.002060425,18.90585362534938,17.060041809897385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0
1970-05-13,1970,5,0.49999999999999994,-0.8660254037844387,42749471.670100704,31779495.545258828,17.57086741806864,17.274331877073816,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0
1970-05-13,1970,5,0.49999999999999994,-0.8660254037844387,113713594.64246789,0.0,18.549193526264173,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970-05-19,1970,5,0.49999999999999994,-0.8660254037844387,25.649683002060424,0.0,3.2827772556840893,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1970-06-14,1970,6,1.2246467991473532e-16,-1.0,43176966.38680171,0.0,17.580817748690205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1970-06-22,1970,6,1.2246467991473532e-16,-1.0,44459450.53690474,34199577.336080566,17.610088130322225,17.347723872602458,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0
1970-06-24,1970,6,1.2246467991473532e-16,-1.0,212992146.18397954,153898098.01236254,19.17676585531322,18.85180124663641,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970-06-24,1970,6,1.2246467991473532e-16,-1.0,25649683.002060425,42749471.670100704,17.060041809897385,17.57086741806864,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970-07-15,1970,7,-0.4999999999999998,-0.8660254037844388,165177580.31209594,906288.799406135,18.92253170349897,13.717114400772797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970-07-17,1970,7,-0.4999999999999998,-0.8660254037844388,341995773.36080563,17869279.158102095,19.65030893928039,16.698593604181124,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970-10-26,1970,10,-0.8660254037844386,0.5000000000000001,26094277.507429473,213747358.35050353,17.077226633987227,19.18030531178906,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0
1970-10-29,1970,10,-0.8660254037844386,0.5000000000000001,12824841.501030212,85498943.34020141,16.366894668324274,18.264014586932536,0.0,0.17,0.17,0.17,0.0,0.0,0.17,0.0,0.17,0.0,0.0
1970-12-14,1970,12,-2.4492935982947064e-16,1.0,269830834.829014,128248415.01030213,19.413305786641608,18.669479691142016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0
1970-12-16,1970,12,-2.4492935982947064e-16,1.0,1166205587.1603472,18809767.534844313,20.87702122850928,16.749886895770576,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970-12-23,1970,12,-2.4492935982947064e-16,1.0,476017564.3694152,34199577.336080566,19.98096531355142,17.347723872602458,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
1971-01-15,1971,1,0.49999999999999994,0.8660254037844387,583776719.7751,10501570.89401567,20.185029140246833,16.167035508115166,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0
1971-02-19,1971,2,0.8660254037844386,0.5000000000000001,88859446.02628644,0.0,18.302566432475928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971-03-11,1971,3,1.0,6.123233995736766e-17,19686406.360550914,6276708.142038597,16.79543897386337,15.65235637912851,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0
1971-03-12,1971,3,1.0,6.123233995736766e-17,99979502.89903943,52507854.47007835,18.420475761935382,17.776473344370192,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
1971-04-23,1971,4,0.8660254037844387,-0.49999999999999983,122787598.14541398,1211719.7185402696,18.625966584420205,14.007551988810967,0.33,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0
1971-04-28,1971,4,0.8660254037844387,-0.49999999999999983,95594151.90940742,16156262.913870262,18.37562221411567,16.597818390879276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971-05-20,1971,5,0.49999999999999994,-0.8660254037844387,99756077.93920352,20195328.642337825,18.418238553623777,16.820961929814384,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
1971-06-29,1971,6,1.2246467991473532e-16,-1.0,32312525.827740524,24234394.37080539,17.29096554049147,17.003283478355605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1971-07-02,1971,7,-0.4999999999999998,-0.8660254037844388,97920023.6747511,32312525.827740524,18.399661628717137,17.29096554049147,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0
1971-07-14,1971,7,-0.4999999999999998,-0.8660254037844388,52750198.413786404,55739107.0528524,17.781078110669444,17.83619257796777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971-10-03,1971,10,-0.8660254037844386,0.5000000000000001,235340203.73489115,10501570.89401567,19.276542704953325,16.167035508115166,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971-10-07,1971,10,-0.8660254037844386,0.5000000000000001,144598553.07913885,161562629.1387026,18.78947186818624,18.900403428167373,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0
1971-10-09,1971,10,-0.8660254037844386,0.5000000000000001,332485849.65004903,14540636.622483235,19.622107862718774,16.492457882098726,0.0,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0
1971-10-21,1971,10,-0.8660254037844386,0.5000000000000001,231227627.01016548,0.0,19.258913185937008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971-11-03,1971,11,-0.5000000000000004,0.8660254037844384,85628193.44351238,5856645.30627797,18.26552516122025,15.583087695042565,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0
1971-11-03,1971,11,-0.5000000000000004,0.8660254037844384,672943328.6719049,72703183.11241618,20.327171678524,18.101895739514607,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971-12-13,1971,12,-2.4492935982947064e-16,1.0,937221152.2400639,58162546.48993294,20.658429835021884,17.878752191639034,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0
1971-12-18,1971,12,-2.4492935982947064e-16,1.0,214789437.3084482,17771889.20525729,19.185168749503923,16.69312856505674,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
1971-12-21,1971,12,-2.4492935982947064e-16,1.0,290618857.29469824,32312525.827740524,19.48752320133317,17.29096554049147,0.0,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0
1971-12-29,1971,12,-2.4492935982947064e-16,1.0,26268419.402872916,17771889.20525729,17.083878030538045,16.69312856505674,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
1972-01-13,1972,1,0.49999999999999994,0.8660254037844387,58093763.473979756,46475010.779183805,17.877568892034617,17.654425345023796,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0
1972-02-19,1972,2,0.8660254037844386,0.5000000000000001,774.5835129863967,3175792.4032442267,6.653615666033738,14.97106804987701,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1972-03-12,1972,3,1.0,6.123233995736766e-17,46475010.779183805,92950.0215583676,17.654425345023796,11.439827983496594,0.0,0.33,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0
1972-03-14,1972,3,1.0,6.123233995736766e-17,1898244015.4734814,46475010.779183805,21.36419509392489,17.654425345023796,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1972-05-25,1972,5,0.49999999999999994,-0.8660254037844387,97597522.63628599,27110422.954523884,18.396362678482394,17.11542885966035,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
1972-06-01,1972,6,1.2246467991473532e-16,-1.0,658395986.0384372,1006958.5668823157,20.30531711228796,13.822446018841273,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
1972-06-08,1972,6,1.2246467991473532e-16,-1.0,77458351.29863967,15321261.886870926,18.16525096018301,16.544752152748096,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0
1972-06-29,1972,6,1.2246467991473532e-16,-1.0,75134600.75968048,13167919.720768744,18.134791753097584,16.393294181283107,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
1972-07-14,1972,7,-0.4999999999999998,-0.8660254037844388,49031136.372038916,0.0,17.70796611083009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1972-07-30,1972,7,-0.4999999999999998,-0.8660254037844388,357256157.631057,15491670.259727934,19.693963613620923,16.555813099389564,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0
1972-08-01,1972,8,-0.8660254037844384,-0.5000000000000004,170408372.85700727,774583.5129863967,18.953708313505373,13.560082052300297,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0
1972-08-06,1972,8,-0.8660254037844384,-0.5000000000000004,139551211.99181688,15491670.259727934,18.7539422100752,16.555813099389564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972-09-13,1972,9,-1.0,-1.8369701987210297e-16,3541109.225474001,0.0,15.079950858955794,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0
1972-10-14,1972,10,-0.8660254037844386,0.5000000000000001,279965464.9338032,9682293.912329959,19.450176817576317,16.085809508874316,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972-12-01,1972,12,-2.4492935982947064e-16,1.0,655011970.095232,38729175.649319835,20.300164069913784,17.47210379253323,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
1972-12-13,1972,12,-2.4492935982947064e-16,1.0,455702949.1226515,25966006.797427002,19.93735173003947,17.07229884819602,0.0,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0
1973-04-19,1973,4,0.8660254037844387,-0.49999999999999983,27002039.767125286,0.0,17.11142300507988,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0
1973-04-19,1973,4,0.8660254037844387,-0.49999999999999983,117758895.65107416,41253116.310885854,18.58414984342977,17.535237239062596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1973-05-23,1973,5,0.49999999999999994,-0.8660254037844387,82506232.62177171,34793500.84362909,18.228384407502247,17.364941198677393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1973-05-24,1973,5,0.49999999999999994,-0.8660254037844387,133570.0900480464,0.0,11.802389124812647,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973-06-14,1973,6,1.2246467991473532e-16,-1.0,10935826.10568574,16066213.661439545,16.207554847612606,16.592229156851552,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0
1973-06-15,1973,6,1.2246467991473532e-16,-1.0,66339473.86503263,12750963.223364718,18.01029567563986,16.361117452071195,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
1973-07-05,1973,7,-0.4999999999999998,-0.8660254037844388,1213425433.6420758,52503966.21385472,20.91671313471815,17.776399290685074,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0
1973-07-20,1973,7,-0.4999999999999998,-0.8660254037844388,15001133.203958493,7500566.601979246,16.523636369805153,15.830489255906832,0.33,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0
1973-08-01,1973,8,-0.8660254037844384,-0.5000000000000004,1050079324.2770945,5827940.249737875,20.772131546145193,15.578174365556285,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973-08-08,1973,8,-0.8660254037844384,-0.5000000000000004,11250849.902968869,7125538.271880284,16.235954319573914,15.779195968536294,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973-08-15,1973,8,-0.8660254037844384,-0.5000000000000004,99007479.14612605,0.0,18.41070596227615,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973-08-17,1973,8,-0.8660254037844384,-0.5000000000000004,675050994.1781322,6375481.611682359,20.330298794395215,15.667970349936688,0.0,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0
1973-10-02,1973,10,-0.8660254037844386,0.5000000000000001,22501699.805937737,3750283.300989623,16.929101455692773,15.137342208670121,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1973-10-17,1973,10,-0.8660254037844386,0.5000000000000001,337525497.0890661,0.0,19.63715161531664,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973-11-03,1973,11,-0.5000000000000004,0.8660254037844384,4083878.501179252,0.0,15.222557952733283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1973-11-08,1973,11,-0.5000000000000004,0.8660254037844384,240441665.75764984,112508499.02968869,19.297988068225873,18.538539332574008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1973-12-05,1973,12,-2.4492935982947064e-16,1.0,223516884.73898154,22501699.805937737,19.224997520568873,16.929101455692773,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0
1973-12-13,1973,12,-2.4492935982947064e-16,1.0,399532681.1876285,90006799.22375095,19.805806127553264,18.31539578348185,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1973-12-17,1973,12,-2.4492935982947064e-16,1.0,137595861.65976015,15001133.203958493,18.73983141513182,16.523636369805153,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0
1973-12-20,1973,12,-2.4492935982947064e-16,1.0,82506232.62177171,0.0,18.228384407502247,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0
1973-12-23,1973,12,-2.4492935982947064e-16,1.0,298282532.62751067,0.0,19.513551694728477,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0
1973-12-25,1973,12,-2.4492935982947064e-16,1.0,1197212891.426798,41253116.310885854,20.90326210270107,17.535237239062596,0.33,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0
